userId,itemId,rating,timestamp
308,0,5.0,1066003200
911,1,5.0,1357689600
911,2,5.0,1322179200
305,3,5.0,1180483200
260,3,5.0,1150243200
175,3,3.0,1372204800
293,3,5.0,1151107200
203,3,5.0,1203638400
557,4,5.0,1026691200
955,5,5.0,1321228800
363,6,4.0,1359676800
181,6,1.0,1372550400
518,7,1.0,1314921600
442,7,3.0,1146873600
688,8,5.0,1381449600
221,8,5.0,1398124800
183,8,1.0,1311811200
520,8,4.0,1386979200
249,8,5.0,1394409600
108,8,4.0,1310428800
449,8,5.0,1385856000
332,8,3.0,1319932800
705,8,5.0,1333843200
515,8,1.0,1312848000
894,9,5.0,1160697600
108,10,4.0,1275955200
962,11,5.0,1256688000
108,12,3.0,1096848000
404,13,5.0,1010102400
575,14,3.0,1201564800
200,15,5.0,957571200
518,15,5.0,1339545600
838,16,4.0,1135641600
465,17,3.0,1316995200
225,18,5.0,1048636800
584,18,5.0,1223078400
661,19,4.0,1016841600
69,19,4.0,996710400
726,20,1.0,1004400000
305,21,4.0,1131408000
661,22,4.0,998006400
678,22,4.0,985219200
584,23,4.0,1131580800
96,23,3.0,1380153600
108,24,5.0,1105142400
108,25,5.0,1013299200
628,26,5.0,1197072000
703,27,1.0,1019260800
703,28,4.0,1082937600
703,29,4.0,1121904000
108,30,5.0,1048204800
751,31,4.0,965088000
535,32,4.0,1107216000
108,33,4.0,1228694400
224,33,5.0,991958400
335,34,5.0,1002758400
993,34,5.0,1358380800
108,34,5.0,1347926400
336,34,5.0,1153785600
224,34,4.0,1001376000
934,34,5.0,1385078400
343,34,5.0,1359417600
930,34,4.0,970531200
664,34,5.0,1208044800
243,34,5.0,1355443200
226,34,5.0,957312000
645,34,3.0,1236556800
513,34,1.0,973468800
108,35,5.0,1105833600
108,36,5.0,1084147200
84,37,5.0,1174694400
336,37,5.0,1151107200
224,37,3.0,1024790400
580,37,5.0,1346889600
120,37,3.0,1097971200
108,38,5.0,1031270400
220,38,5.0,1101686400
563,38,5.0,1020988800
277,39,5.0,1251763200
108,39,5.0,1086220800
673,39,5.0,1237248000
243,39,5.0,1003708800
673,40,4.0,1237248000
243,40,5.0,1349568000
673,41,5.0,1237248000
243,41,4.0,1349740800
108,42,5.0,986428800
851,43,5.0,1356393600
101,43,5.0,1073001600
207,43,5.0,1121558400
615,43,5.0,1004227200
661,44,4.0,986342400
471,44,5.0,1141344000
473,44,5.0,1121644800
43,45,5.0,1396224000
199,46,3.0,1011052800
983,47,5.0,1117497600
108,48,5.0,1099440000
243,48,4.0,958348800
738,48,5.0,1006560000
222,49,4.0,1384560000
108,50,5.0,1082160000
243,50,5.0,1323820800
695,51,1.0,1393027200
960,52,2.0,1346630400
120,52,5.0,1264896000
154,53,4.0,1300579200
108,54,4.0,1047081600
36,54,5.0,1355184000
751,54,3.0,1230336000
957,55,5.0,1388448000
628,56,2.0,1272412800
957,57,5.0,1388448000
224,58,5.0,995155200
947,59,5.0,1391731200
435,60,5.0,1277078400
229,61,5.0,1371513600
847,61,4.0,1382054400
899,62,3.0,1339891200
471,63,3.0,1282521600
471,64,5.0,1315785600
570,65,5.0,1351123200
82,65,5.0,1280880000
161,66,5.0,1403481600
213,67,5.0,1386720000
959,67,5.0,1371427200
82,67,5.0,1286841600
627,67,5.0,1295568000
628,67,4.0,1291248000
851,67,4.0,1356393600
561,67,5.0,1399680000
181,67,5.0,1385164800
48,67,5.0,1299196800
695,67,5.0,1393027200
189,68,5.0,1344211200
213,68,4.0,1384214400
674,68,5.0,1310342400
628,68,4.0,1301875200
457,69,5.0,1320883200
213,70,4.0,1384646400
273,71,5.0,1372291200
427,72,3.0,1394841600
961,72,3.0,1385078400
165,72,5.0,1375574400
310,72,2.0,1399939200
417,72,5.0,1374019200
817,72,3.0,1399420800
870,72,5.0,1389398400
967,72,4.0,1359763200
965,72,3.0,1359417600
961,73,1.0,1385078400
325,73,5.0,1399420800
127,73,4.0,1401753600
0,73,5.0,1394496000
870,73,4.0,1390262400
295,73,5.0,1399248000
925,73,4.0,1401753600
568,74,3.0,1367280000
688,74,5.0,1379462400
734,74,5.0,1385424000
194,74,5.0,1133049600
914,74,3.0,1143676800
515,74,4.0,1134000000
298,75,4.0,1385856000
886,76,4.0,1398297600
991,77,3.0,1168646400
108,78,5.0,1008460800
442,79,4.0,1138492800
765,80,5.0,1024444800
947,80,4.0,1282867200
184,81,5.0,987206400
712,81,5.0,1077494400
688,82,5.0,1367798400
591,83,5.0,1299456000
108,84,4.0,1153958400
108,85,5.0,979603200
889,85,5.0,1052956800
108,86,4.0,1027209600
108,87,4.0,1130025600
22,88,5.0,955238400
224,89,5.0,966902400
460,90,5.0,1335484800
751,90,4.0,978825600
579,91,4.0,1126483200
213,91,5.0,1403136000
80,91,4.0,1355011200
243,91,5.0,965260800
712,91,5.0,1086998400
473,91,5.0,1183420800
913,92,5.0,915753600
243,93,5.0,981504000
115,94,3.0,1375056000
871,95,2.0,1036800000
578,96,5.0,1386028800
780,97,4.0,1372636800
37,98,1.0,934761600
33,99,5.0,1317427200
838,99,5.0,1291939200
562,100,5.0,1372204800
925,100,2.0,1191974400
645,100,1.0,1025222400
596,100,1.0,968284800
550,101,3.0,970531200
615,102,1.0,959904000
518,103,5.0,1291593600
152,104,4.0,1218758400
272,105,5.0,1304985600
337,106,5.0,1376697600
810,107,5.0,1054166400
724,107,5.0,1119139200
268,107,4.0,1402099200
738,108,5.0,1029888000
22,109,5.0,954115200
339,110,5.0,1291766400
198,111,1.0,1161993600
683,112,5.0,1250380800
294,113,5.0,1315267200
2,113,4.0,1239062400
678,114,4.0,974678400
241,115,4.0,1399766400
108,116,5.0,1041897600
550,117,4.0,970531200
999,118,2.0,1211414400
968,119,5.0,1267833600
853,120,3.0,1083024000
397,121,5.0,1232582400
152,122,2.0,1158710400
902,123,5.0,1171756800
213,124,5.0,1402617600
237,124,5.0,1138579200
791,125,5.0,1334880000
228,126,4.0,967161600
100,127,5.0,1338681600
232,128,4.0,1168128000
896,129,1.0,1116547200
595,130,3.0,1160870400
687,131,5.0,1397692800
213,132,5.0,1384646400
304,133,5.0,1355875200
184,134,5.0,987724800
73,134,5.0,947548800
917,135,5.0,1002844800
158,136,5.0,1392163200
289,136,5.0,1272326400
645,137,4.0,1226880000
341,138,5.0,1159920000
341,139,5.0,1187913600
703,140,3.0,1063411200
